booking_id,customer_id,flight_id,booking_date,travel_class,seat_number,ticket_price,booking_status,airline_id,departure_airport_id,arrival_airport_id,departure_date,duration_minutes,flight_status,airline_name,country,fleet_size,departure_code,departure_airport_name,departure_city,departure_country,arrival_code,arrival_airport_name,arrival_city,arrival_country,route
113,150,53,2026-05-06,Business,8F,355.99,Completed,2,1,17,2026-05-31,563,Cancelled,Emirates,UAE,78,CAI,Cairo International Airport,Cairo,Egypt,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,CAI → SYD
114,132,974,2026-04-12,Economy,29E,702.94,Cancelled,8,12,20,2026-06-16,643,Completed,KLM,Netherlands,170,LAX,Los Angeles International Airport,Los Angeles,USA,AMM,Queen Alia International Airport,Amman,Jordan,LAX → AMM
115,186,851,2025-10-01,Economy,37C,104.92,Confirmed,2,17,9,2026-03-16,900,Cancelled,Emirates,UAE,78,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,FRA,Frankfurt Airport,Frankfurt,Germany,SYD → FRA
116,429,275,2025-08-16,Premium Economy,22A,1521.54,Confirmed,2,2,6,2026-01-18,886,Delayed,Emirates,UAE,78,HBE,Borg El Arab International Airport,Alexandria,Egypt,IST,Istanbul Airport,Istanbul,Turkey,HBE → IST
117,260,766,2026-06-09,Premium Economy,26F,665.08,Confirmed,15,16,3,2026-09-27,500,Scheduled,Qantas,Australia,324,BKK,Suvarnabhumi Airport,Bangkok,Thailand,DXB,Dubai International Airport,Dubai,UAE,BKK → DXB
118,291,129,2026-09-19,Premium Economy,24B,1408.25,Confirmed,1,2,14,2026-12-20,151,Completed,EgyptAir,Egypt,139,HBE,Borg El Arab International Airport,Alexandria,Egypt,YYZ,Toronto Pearson International Airport,Toronto,Canada,HBE → YYZ
119,218,789,2026-05-02,Economy,13B,858.74,Completed,12,14,16,2026-07-26,199,Completed,Iberia,Spain,388,YYZ,Toronto Pearson International Airport,Toronto,Canada,BKK,Suvarnabhumi Airport,Bangkok,Thailand,YYZ → BKK
120,175,757,2026-02-12,Premium Economy,3D,745.99,Completed,1,11,16,2026-04-17,754,Delayed,EgyptAir,Egypt,139,JFK,John F. Kennedy International Airport,New York,USA,BKK,Suvarnabhumi Airport,Bangkok,Thailand,JFK → BKK
121,237,390,2026-06-13,Economy,18A,474.69,Confirmed,3,16,9,2026-07-29,353,Cancelled,Qatar Airways,Qatar,393,BKK,Suvarnabhumi Airport,Bangkok,Thailand,FRA,Frankfurt Airport,Frankfurt,Germany,BKK → FRA
122,231,674,2026-08-10,Economy,17A,88.05,Confirmed,1,20,19,2026-09-13,385,Delayed,EgyptAir,Egypt,139,AMM,Queen Alia International Airport,Amman,Jordan,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,AMM → RUH
123,278,391,2026-01-05,Premium Economy,23A,894.4,Confirmed,8,6,11,2026-03-21,369,Completed,KLM,Netherlands,170,IST,Istanbul Airport,Istanbul,Turkey,JFK,John F. Kennedy International Airport,New York,USA,IST → JFK
124,184,691,2026-02-04,Economy,2D,767.73,Completed,4,18,12,2026-02-05,636,Delayed,Turkish Airlines,Turkey,314,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,LAX,Los Angeles International Airport,Los Angeles,USA,MAD → LAX
125,138,357,2025-11-16,Economy,2B,981.55,Cancelled,5,9,11,2026-02-02,694,Scheduled,Lufthansa,Germany,145,FRA,Frankfurt Airport,Frankfurt,Germany,JFK,John F. Kennedy International Airport,New York,USA,FRA → JFK
126,34,989,2026-01-08,Economy,16B,290.95,Cancelled,13,1,7,2026-05-05,773,Completed,Singapore Airlines,Singapore,298,CAI,Cairo International Airport,Cairo,Egypt,LHR,Heathrow Airport,London,UK,CAI → LHR
127,220,510,2026-01-27,First Class,4F,1504.41,Confirmed,11,1,11,2026-02-11,477,Cancelled,Royal Jordanian,Jordan,231,CAI,Cairo International Airport,Cairo,Egypt,JFK,John F. Kennedy International Airport,New York,USA,CAI → JFK
128,100,473,2025-11-28,Economy,32D,150.63,Cancelled,4,13,20,2026-01-30,194,Completed,Turkish Airlines,Turkey,314,ORD,O'Hare International Airport,Chicago,USA,AMM,Queen Alia International Airport,Amman,Jordan,ORD → AMM
129,63,13,2026-07-08,Economy,18F,309.15,Confirmed,4,13,18,2026-11-14,606,Scheduled,Turkish Airlines,Turkey,314,ORD,O'Hare International Airport,Chicago,USA,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,ORD → MAD
130,333,115,2026-09-23,Business,16C,1888.93,Confirmed,14,1,2,2026-11-11,102,Completed,Thai Airways,Thailand,274,CAI,Cairo International Airport,Cairo,Egypt,HBE,Borg El Arab International Airport,Alexandria,Egypt,CAI → HBE
131,480,242,2026-06-29,Economy,15F,781.08,Completed,15,13,11,2026-10-07,411,Delayed,Qantas,Australia,324,ORD,O'Hare International Airport,Chicago,USA,JFK,John F. Kennedy International Airport,New York,USA,ORD → JFK
132,42,478,2026-01-14,Economy,34B,964.2,Completed,5,5,20,2026-07-10,866,Delayed,Lufthansa,Germany,145,DOH,Hamad International Airport,Doha,Qatar,AMM,Queen Alia International Airport,Amman,Jordan,DOH → AMM
133,355,625,2026-02-16,Economy,26D,773.77,Completed,18,11,4,2026-05-12,396,Scheduled,United Airlines,USA,434,JFK,John F. Kennedy International Airport,New York,USA,AUH,Zayed International Airport,Abu Dhabi,UAE,JFK → AUH
134,177,295,2026-05-22,Economy,38D,217.82,Confirmed,17,2,10,2026-08-06,340,Completed,Delta Airlines,USA,216,HBE,Borg El Arab International Airport,Alexandria,Egypt,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,HBE → AMS
135,495,338,2026-01-21,Business,4A,1495.61,Confirmed,2,9,10,2026-01-24,302,Completed,Emirates,UAE,78,FRA,Frankfurt Airport,Frankfurt,Germany,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,FRA → AMS
136,61,690,2026-04-26,First Class,23B,3721.64,Confirmed,11,12,1,2026-05-24,528,Scheduled,Royal Jordanian,Jordan,231,LAX,Los Angeles International Airport,Los Angeles,USA,CAI,Cairo International Airport,Cairo,Egypt,LAX → CAI
137,189,371,2026-10-25,Economy,30E,218.03,Confirmed,5,6,12,2026-11-04,894,Completed,Lufthansa,Germany,145,IST,Istanbul Airport,Istanbul,Turkey,LAX,Los Angeles International Airport,Los Angeles,USA,IST → LAX
138,43,26,2025-09-02,Economy,37C,630.17,Confirmed,3,7,20,2026-01-16,330,Cancelled,Qatar Airways,Qatar,393,LHR,Heathrow Airport,London,UK,AMM,Queen Alia International Airport,Amman,Jordan,LHR → AMM
139,476,143,2026-01-31,Business,9A,2129.38,Confirmed,11,4,16,2026-03-14,685,Completed,Royal Jordanian,Jordan,231,AUH,Zayed International Airport,Abu Dhabi,UAE,BKK,Suvarnabhumi Airport,Bangkok,Thailand,AUH → BKK
140,299,204,2026-04-11,Economy,24E,292.46,Cancelled,9,20,14,2026-05-06,581,Scheduled,Etihad Airways,UAE,469,AMM,Queen Alia International Airport,Amman,Jordan,YYZ,Toronto Pearson International Airport,Toronto,Canada,AMM → YYZ
141,482,849,2026-08-12,Economy,4E,100.89,Confirmed,3,19,4,2026-12-07,338,Scheduled,Qatar Airways,Qatar,393,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,AUH,Zayed International Airport,Abu Dhabi,UAE,RUH → AUH
142,195,104,2025-12-01,Economy,2B,547.34,Confirmed,16,7,20,2026-01-13,460,Delayed,American Airlines,USA,65,LHR,Heathrow Airport,London,UK,AMM,Queen Alia International Airport,Amman,Jordan,LHR → AMM
143,203,42,2026-01-18,Economy,34C,423.57,Cancelled,8,4,19,2026-05-13,522,Cancelled,KLM,Netherlands,170,AUH,Zayed International Airport,Abu Dhabi,UAE,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,AUH → RUH
144,398,990,2026-10-22,First Class,20C,899.54,Cancelled,19,9,12,2026-11-28,188,Delayed,Ryanair,Ireland,227,FRA,Frankfurt Airport,Frankfurt,Germany,LAX,Los Angeles International Airport,Los Angeles,USA,FRA → LAX
145,247,814,2025-09-15,Premium Economy,17D,1129.86,Confirmed,1,11,6,2026-02-16,499,Cancelled,EgyptAir,Egypt,139,JFK,John F. Kennedy International Airport,New York,USA,IST,Istanbul Airport,Istanbul,Turkey,JFK → IST
146,336,993,2026-04-26,Economy,12B,940.13,Confirmed,17,14,18,2026-06-23,477,Completed,Delta Airlines,USA,216,YYZ,Toronto Pearson International Airport,Toronto,Canada,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,YYZ → MAD
147,376,353,2026-12-11,Economy,5E,600.64,Confirmed,11,13,7,2026-12-20,882,Delayed,Royal Jordanian,Jordan,231,ORD,O'Hare International Airport,Chicago,USA,LHR,Heathrow Airport,London,UK,ORD → LHR
148,382,959,2025-11-29,First Class,4C,668.02,Confirmed,14,1,17,2026-03-17,309,Completed,Thai Airways,Thailand,274,CAI,Cairo International Airport,Cairo,Egypt,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,CAI → SYD
149,485,130,2026-06-10,Economy,39C,720.92,Cancelled,8,5,19,2026-10-29,650,Delayed,KLM,Netherlands,170,DOH,Hamad International Airport,Doha,Qatar,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,DOH → RUH
150,173,196,2026-03-24,Business,2A,150.81,Completed,10,10,19,2026-08-04,766,Completed,Saudia,Saudi Arabia,276,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,AMS → RUH
151,70,648,2026-05-06,Economy,15D,646.3,Cancelled,18,20,4,2026-08-14,112,Completed,United Airlines,USA,434,AMM,Queen Alia International Airport,Amman,Jordan,AUH,Zayed International Airport,Abu Dhabi,UAE,AMM → AUH
152,144,701,2026-12-06,Economy,20A,743.29,Completed,11,5,18,2026-12-14,804,Delayed,Royal Jordanian,Jordan,231,DOH,Hamad International Airport,Doha,Qatar,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,DOH → MAD
153,87,980,2026-03-16,Economy,31B,227.37,Confirmed,19,14,11,2026-07-07,790,Completed,Ryanair,Ireland,227,YYZ,Toronto Pearson International Airport,Toronto,Canada,JFK,John F. Kennedy International Airport,New York,USA,YYZ → JFK
154,440,72,2025-07-20,Economy,1C,909.99,Confirmed,1,18,8,2026-01-08,496,Scheduled,EgyptAir,Egypt,139,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,CDG,Charles de Gaulle Airport,Paris,France,MAD → CDG
155,413,288,2025-11-24,Economy,3A,147.67,Cancelled,13,17,18,2026-04-29,391,Scheduled,Singapore Airlines,Singapore,298,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,SYD → MAD
156,236,111,2026-09-23,Economy,32D,102.13,Confirmed,16,20,16,2026-11-24,145,Completed,American Airlines,USA,65,AMM,Queen Alia International Airport,Amman,Jordan,BKK,Suvarnabhumi Airport,Bangkok,Thailand,AMM → BKK
157,78,262,2025-10-19,Economy,18A,512.69,Confirmed,11,4,16,2026-01-14,893,Completed,Royal Jordanian,Jordan,231,AUH,Zayed International Airport,Abu Dhabi,UAE,BKK,Suvarnabhumi Airport,Bangkok,Thailand,AUH → BKK
158,57,637,2026-03-07,First Class,3A,1741.6,Cancelled,8,16,3,2026-07-23,751,Cancelled,KLM,Netherlands,170,BKK,Suvarnabhumi Airport,Bangkok,Thailand,DXB,Dubai International Airport,Dubai,UAE,BKK → DXB
159,215,543,2026-05-08,Economy,26A,786.2,Confirmed,20,6,1,2026-10-12,677,Delayed,Air Canada,Canada,179,IST,Istanbul Airport,Istanbul,Turkey,CAI,Cairo International Airport,Cairo,Egypt,IST → CAI
160,196,462,2026-03-11,Economy,18C,1003.62,Confirmed,9,18,1,2026-07-04,588,Completed,Etihad Airways,UAE,469,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,CAI,Cairo International Airport,Cairo,Egypt,MAD → CAI
161,172,510,2025-11-08,Business,28B,2322.48,Confirmed,11,1,11,2026-02-11,477,Cancelled,Royal Jordanian,Jordan,231,CAI,Cairo International Airport,Cairo,Egypt,JFK,John F. Kennedy International Airport,New York,USA,CAI → JFK
162,2,103,2026-03-23,Economy,3B,677.22,Completed,4,8,11,2026-05-19,369,Completed,Turkish Airlines,Turkey,314,CDG,Charles de Gaulle Airport,Paris,France,JFK,John F. Kennedy International Airport,New York,USA,CDG → JFK
163,145,622,2025-12-01,Economy,37B,402.39,Cancelled,18,9,15,2026-02-15,856,Delayed,United Airlines,USA,434,FRA,Frankfurt Airport,Frankfurt,Germany,SIN,Singapore Changi Airport,Singapore,Singapore,FRA → SIN
164,493,306,2026-04-28,Premium Economy,30A,464.28,Completed,1,2,19,2026-08-05,793,Completed,EgyptAir,Egypt,139,HBE,Borg El Arab International Airport,Alexandria,Egypt,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,HBE → RUH
165,450,500,2026-04-16,Premium Economy,31A,615.02,Completed,19,19,3,2026-05-28,88,Scheduled,Ryanair,Ireland,227,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,DXB,Dubai International Airport,Dubai,UAE,RUH → DXB
166,118,225,2026-11-02,Premium Economy,38E,1532.8,Confirmed,10,14,18,2026-11-20,829,Delayed,Saudia,Saudi Arabia,276,YYZ,Toronto Pearson International Airport,Toronto,Canada,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,YYZ → MAD
167,211,855,2025-09-19,Economy,1C,302.79,Completed,5,14,18,2026-02-24,785,Scheduled,Lufthansa,Germany,145,YYZ,Toronto Pearson International Airport,Toronto,Canada,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,YYZ → MAD
168,490,308,2026-07-04,First Class,36D,1371.29,Confirmed,20,13,6,2026-09-28,188,Delayed,Air Canada,Canada,179,ORD,O'Hare International Airport,Chicago,USA,IST,Istanbul Airport,Istanbul,Turkey,ORD → IST
169,33,555,2026-02-17,Premium Economy,28F,140.28,Confirmed,10,5,9,2026-07-31,517,Delayed,Saudia,Saudi Arabia,276,DOH,Hamad International Airport,Doha,Qatar,FRA,Frankfurt Airport,Frankfurt,Germany,DOH → FRA
170,80,947,2025-07-25,First Class,6D,547.14,Completed,1,20,13,2026-01-16,729,Scheduled,EgyptAir,Egypt,139,AMM,Queen Alia International Airport,Amman,Jordan,ORD,O'Hare International Airport,Chicago,USA,AMM → ORD
171,167,328,2026-07-11,Economy,3D,118.07,Confirmed,9,13,9,2026-11-23,640,Scheduled,Etihad Airways,UAE,469,ORD,O'Hare International Airport,Chicago,USA,FRA,Frankfurt Airport,Frankfurt,Germany,ORD → FRA
172,439,755,2025-12-17,Economy,15E,200.0,Cancelled,17,18,17,2026-02-23,140,Delayed,Delta Airlines,USA,216,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,MAD → SYD
173,306,607,2026-05-27,First Class,9A,1982.14,Confirmed,1,20,14,2026-08-04,614,Completed,EgyptAir,Egypt,139,AMM,Queen Alia International Airport,Amman,Jordan,YYZ,Toronto Pearson International Airport,Toronto,Canada,AMM → YYZ
174,408,248,2026-01-31,Economy,3E,1110.84,Confirmed,2,4,18,2026-04-21,537,Cancelled,Emirates,UAE,78,AUH,Zayed International Airport,Abu Dhabi,UAE,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,AUH → MAD
175,442,790,2026-05-19,Business,19F,1978.4,Cancelled,16,2,1,2026-11-09,443,Completed,American Airlines,USA,65,HBE,Borg El Arab International Airport,Alexandria,Egypt,CAI,Cairo International Airport,Cairo,Egypt,HBE → CAI
176,362,131,2026-03-30,First Class,6D,2294.7,Cancelled,7,10,19,2026-09-14,403,Cancelled,Air France,France,300,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,AMS → RUH
177,383,945,2026-03-22,Premium Economy,14F,1036.18,Completed,4,1,20,2026-05-21,774,Scheduled,Turkish Airlines,Turkey,314,CAI,Cairo International Airport,Cairo,Egypt,AMM,Queen Alia International Airport,Amman,Jordan,CAI → AMM
178,57,276,2026-05-19,Business,38F,849.15,Confirmed,15,1,18,2026-08-01,248,Scheduled,Qantas,Australia,324,CAI,Cairo International Airport,Cairo,Egypt,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,CAI → MAD
179,42,550,2026-01-16,Premium Economy,16D,1123.18,Confirmed,3,11,15,2026-02-16,760,Scheduled,Qatar Airways,Qatar,393,JFK,John F. Kennedy International Airport,New York,USA,SIN,Singapore Changi Airport,Singapore,Singapore,JFK → SIN
180,255,915,2025-11-20,Economy,23C,511.29,Confirmed,9,17,11,2026-03-06,892,Delayed,Etihad Airways,UAE,469,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,JFK,John F. Kennedy International Airport,New York,USA,SYD → JFK
181,445,838,2025-10-20,Economy,15D,774.89,Cancelled,16,11,7,2026-01-04,319,Scheduled,American Airlines,USA,65,JFK,John F. Kennedy International Airport,New York,USA,LHR,Heathrow Airport,London,UK,JFK → LHR
182,168,87,2026-02-18,Premium Economy,18D,265.18,Confirmed,16,5,16,2026-02-21,274,Completed,American Airlines,USA,65,DOH,Hamad International Airport,Doha,Qatar,BKK,Suvarnabhumi Airport,Bangkok,Thailand,DOH → BKK
183,222,403,2025-10-03,Economy,22E,271.39,Confirmed,7,11,7,2026-02-21,786,Delayed,Air France,France,300,JFK,John F. Kennedy International Airport,New York,USA,LHR,Heathrow Airport,London,UK,JFK → LHR
184,26,374,2026-03-13,Premium Economy,17D,1018.73,Confirmed,11,19,15,2026-04-19,386,Cancelled,Royal Jordanian,Jordan,231,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,SIN,Singapore Changi Airport,Singapore,Singapore,RUH → SIN
185,110,967,2025-10-24,Economy,13F,100.13,Cancelled,6,13,14,2026-02-24,402,Cancelled,British Airways,UK,272,ORD,O'Hare International Airport,Chicago,USA,YYZ,Toronto Pearson International Airport,Toronto,Canada,ORD → YYZ
186,31,591,2025-11-08,Economy,6C,651.48,Completed,17,13,1,2026-05-06,76,Cancelled,Delta Airlines,USA,216,ORD,O'Hare International Airport,Chicago,USA,CAI,Cairo International Airport,Cairo,Egypt,ORD → CAI
187,379,943,2025-12-29,Economy,6C,597.04,Confirmed,12,17,10,2026-06-13,624,Cancelled,Iberia,Spain,388,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,SYD → AMS
188,424,630,2026-05-16,Premium Economy,32F,677.95,Completed,6,15,3,2026-09-07,134,Completed,British Airways,UK,272,SIN,Singapore Changi Airport,Singapore,Singapore,DXB,Dubai International Airport,Dubai,UAE,SIN → DXB
189,450,358,2025-10-10,Economy,18A,484.48,Confirmed,17,9,15,2026-03-21,248,Completed,Delta Airlines,USA,216,FRA,Frankfurt Airport,Frankfurt,Germany,SIN,Singapore Changi Airport,Singapore,Singapore,FRA → SIN
190,307,645,2026-01-15,Premium Economy,26D,1234.43,Confirmed,1,18,4,2026-05-21,113,Cancelled,EgyptAir,Egypt,139,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,AUH,Zayed International Airport,Abu Dhabi,UAE,MAD → AUH
191,165,816,2026-05-05,Premium Economy,35C,341.47,Completed,16,11,7,2026-07-20,311,Delayed,American Airlines,USA,65,JFK,John F. Kennedy International Airport,New York,USA,LHR,Heathrow Airport,London,UK,JFK → LHR
192,372,769,2026-02-22,Economy,31E,797.57,Confirmed,13,11,20,2026-04-30,465,Cancelled,Singapore Airlines,Singapore,298,JFK,John F. Kennedy International Airport,New York,USA,AMM,Queen Alia International Airport,Amman,Jordan,JFK → AMM
193,387,238,2025-11-28,Premium Economy,14A,409.52,Confirmed,14,4,15,2026-02-09,487,Cancelled,Thai Airways,Thailand,274,AUH,Zayed International Airport,Abu Dhabi,UAE,SIN,Singapore Changi Airport,Singapore,Singapore,AUH → SIN
194,161,431,2026-03-21,Economy,31D,457.7,Confirmed,9,6,17,2026-04-20,219,Scheduled,Etihad Airways,UAE,469,IST,Istanbul Airport,Istanbul,Turkey,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,IST → SYD
195,481,324,2025-12-31,First Class,13B,668.35,Completed,19,5,14,2026-02-08,575,Scheduled,Ryanair,Ireland,227,DOH,Hamad International Airport,Doha,Qatar,YYZ,Toronto Pearson International Airport,Toronto,Canada,DOH → YYZ
196,270,816,2026-04-23,Premium Economy,30E,391.83,Confirmed,16,11,7,2026-07-20,311,Delayed,American Airlines,USA,65,JFK,John F. Kennedy International Airport,New York,USA,LHR,Heathrow Airport,London,UK,JFK → LHR
197,186,73,2026-05-27,Economy,1E,950.76,Completed,11,10,9,2026-07-23,888,Scheduled,Royal Jordanian,Jordan,231,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,FRA,Frankfurt Airport,Frankfurt,Germany,AMS → FRA
198,132,396,2026-06-05,Economy,13C,893.03,Confirmed,1,2,5,2026-07-27,455,Delayed,EgyptAir,Egypt,139,HBE,Borg El Arab International Airport,Alexandria,Egypt,DOH,Hamad International Airport,Doha,Qatar,HBE → DOH
199,196,11,2026-01-23,Economy,8F,761.82,Confirmed,1,13,18,2026-02-12,205,Delayed,EgyptAir,Egypt,139,ORD,O'Hare International Airport,Chicago,USA,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,ORD → MAD
200,396,586,2025-09-22,Economy,30A,452.51,Confirmed,16,11,7,2026-02-22,735,Scheduled,American Airlines,USA,65,JFK,John F. Kennedy International Airport,New York,USA,LHR,Heathrow Airport,London,UK,JFK → LHR
201,124,480,2025-11-02,Economy,7C,879.81,Confirmed,10,10,2,2026-03-14,592,Cancelled,Saudia,Saudi Arabia,276,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,HBE,Borg El Arab International Airport,Alexandria,Egypt,AMS → HBE
202,164,754,2026-04-20,Business,23D,889.7,Cancelled,18,12,1,2026-05-20,594,Scheduled,United Airlines,USA,434,LAX,Los Angeles International Airport,Los Angeles,USA,CAI,Cairo International Airport,Cairo,Egypt,LAX → CAI
203,405,8,2026-09-01,Economy,5F,237.91,Confirmed,12,1,4,2026-10-22,365,Cancelled,Iberia,Spain,388,CAI,Cairo International Airport,Cairo,Egypt,AUH,Zayed International Airport,Abu Dhabi,UAE,CAI → AUH
204,141,632,2025-10-21,Premium Economy,33C,594.72,Completed,8,8,13,2026-03-25,742,Cancelled,KLM,Netherlands,170,CDG,Charles de Gaulle Airport,Paris,France,ORD,O'Hare International Airport,Chicago,USA,CDG → ORD
205,286,180,2025-11-15,Economy,17B,309.31,Completed,2,9,20,2026-02-12,204,Delayed,Emirates,UAE,78,FRA,Frankfurt Airport,Frankfurt,Germany,AMM,Queen Alia International Airport,Amman,Jordan,FRA → AMM
206,76,627,2026-11-11,Economy,6E,123.62,Confirmed,20,13,19,2026-12-07,117,Cancelled,Air Canada,Canada,179,ORD,O'Hare International Airport,Chicago,USA,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,ORD → RUH
